,errors,inputs.address,inputs.array_type,inputs.azimuth,inputs.callback,inputs.dataset,inputs.dc_ac_ratio,inputs.file_id,inputs.gcr,inputs.inv_eff,inputs.lat,inputs.lon,inputs.losses,inputs.module_type,inputs.parameters,inputs.radius,inputs.system_capacity,inputs.tilt,inputs.timeframe,outputs.ac_annual,outputs.ac_monthly,outputs.capacity_factor,outputs.dc_monthly,outputs.poa_monthly,outputs.solrad_annual,outputs.solrad_monthly,ssc_info.build,ssc_info.version,station_info.city,station_info.distance,station_info.elev,station_info.lat,station_info.location,station_info.lon,station_info.solar_resource_file,station_info.state,station_info.tz,version,warnings
0,[],,1,180,,,,,,,40,-105,10,1,,,3000,2,monthly,4225534.0,"[198846.734375, 232436.890625, 378042.625, 432333.40625, 487689.5625, 495042.46875, 484538.09375, 449082.40625, 378476.875, 300032.0, 207070.78125, 181942.71875]",16.07889747619629,"[209006.515625, 243664.671875, 394936.71875, 451598.34375, 509303.53125, 517211.40625, 506255.15625, 468970.78125, 395495.53125, 314004.8125, 217540.34375, 191549.65625]","[78.29154205322266, 91.17117309570312, 148.28863525390625, 172.66796875, 198.01345825195312, 204.90525817871094, 204.23309326171875, 188.9617919921875, 157.12718200683594, 122.49213409423828, 82.56993103027344, 71.90374755859375]",4.706908702850342,"[2.525533676147461, 3.256113290786743, 4.783504486083984, 5.755599021911621, 6.38753080368042, 6.830175399780273, 6.588164329528809, 6.095541477203369, 5.23757266998291, 3.951359272003174, 2.752331018447876, 2.3194756507873535]",Linux 64 bit GNU/C++ Jul  7 2015 14:24:09,45,BOULDER,21235,1634.0,40.016666412353516,94018,-105.25,94018.tm2,CO,-7.0,1.3.0,[]
